1,7,1,0,24
2,7,2,0,24
3,7,3,0,24
4,7,4,0,24
5,7,5,0,24
6,7,6,0,24
7,7,7,0,24
8,8,1,0,2
9,8,1,17,24
10,8,2,0,1
11,8,3,0,2
12,8,3,17,24
13,8,4,0,2
14,8,4,17,24
15,8,5,0,2
16,8,5,17,24
17,8,6,0,2
18,8,6,17,24
19,8,7,0,2
20,8,7,17,24
21,9,1,0,24
22,9,2,0,24
23,9,3,0,24
24,9,4,0,24
25,9,5,0,24
26,9,6,0,24
27,9,7,0,24
28,10,1,0,24
29,10,2,0,24
30,10,3,0,24
31,10,4,0,24
32,10,5,0,24
33,10,6,0,24
34,10,7,0,24
35,11,1,0,24
36,11,2,0,24
37,11,3,0,24
38,11,4,0,24
39,11,5,0,24
40,11,6,0,24
41,11,7,0,24
42,12,1,0,24
43,12,2,0,24
44,12,3,0,24
45,12,4,0,24
46,12,5,0,24
47,12,6,0,24
48,12,7,0,24
49,13,1,0,24
50,13,2,0,24
51,13,3,0,24
52,13,4,0,24
53,13,5,0,24
54,13,6,0,24
55,13,7,0,24
56,14,1,0,24
57,14,2,0,24
58,14,3,0,24
59,14,4,0,24
60,14,5,0,24
61,14,6,0,24
62,14,7,0,24
63,15,1,0,24
64,15,2,0,24
65,15,3,0,24
66,15,4,0,24
67,15,5,0,24
68,15,6,0,24
69,15,7,0,24
70,16,1,0,24
71,16,2,0,24
72,16,3,0,24
73,16,4,0,24
74,16,5,0,24
75,16,6,0,24
76,16,7,0,24
77,17,1,0,24
78,17,2,0,24
79,17,3,0,24
80,17,4,0,24
81,17,5,0,24
82,17,6,0,24
83,17,7,0,24
84,18,1,0,24
85,18,2,0,24
86,18,3,0,24
87,18,4,0,24
88,18,5,0,24
89,18,6,0,24
90,18,7,0,24
91,19,1,0,24
92,19,2,0,24
93,19,3,0,24
94,19,4,0,24
95,19,5,0,24
96,19,6,0,24
97,19,7,0,24
98,20,1,0,24
99,20,2,0,24
100,20,3,0,24
101,20,4,0,24
102,20,5,0,24
103,20,6,0,24
104,20,7,0,24
105,21,1,0,24
106,21,2,0,24
107,21,3,0,24
108,21,4,0,24
109,21,5,0,24
110,21,6,0,24
111,21,7,0,24
112,22,1,0,24
113,22,2,0,24
114,22,3,0,24
115,22,4,0,24
116,22,5,0,24
117,22,6,0,24
118,22,7,0,24
119,23,1,0,24
120,23,2,0,24
121,23,3,0,24
122,23,4,0,24
123,23,5,0,24
124,23,6,0,24
125,23,7,0,24
126,24,1,0,24
127,24,2,0,24
128,24,3,0,24
129,24,4,0,24
130,24,5,0,24
131,24,6,0,24
132,24,7,0,24
133,25,1,0,24
134,25,2,0,24
135,25,3,0,24
136,25,4,0,24
137,25,5,0,24
138,25,6,0,24
139,25,7,0,24
140,26,1,0,24
141,26,2,0,24
142,26,3,0,24
143,26,4,0,24
144,26,5,0,24
145,26,6,0,24
146,26,7,0,24
